_key,학교명,시도,행정구,학교급,등급,유형,점수,n0,n1,y,초과순전출,코호트,위도,경도
232021244,인천부광초등학교,인천,부평구,초등학교,4,비위험,71.6,350,329,-0.06,0.04777784450380783,0.6619718309859155,37.49907609,126.7366456
232021248,인천부내초등학교,인천,부평구,초등학교,5,비위험,13.1,555,499,-0.1009009009009009,0.020828037554000877,0.9320388349514563,37.49815308,126.7417021
232021250,인천부마초등학교,인천,부평구,초등학교,5,비위험,24.6,654,614,-0.06116207951070336,-0.011496947981993832,0.7980769230769231,37.50634715,126.7058972
232021252,인천부원초등학교,인천,부평구,초등학교,5,비위험,18.0,602,551,-0.08471760797342193,0.019139970749655,0.8532110091743119,37.50247054,126.7199279
232021276,인천부평남초등학교,인천,부평구,초등학교,5,비위험,24.9,768,756,-0.015625,-0.016418584067620746,0.8976377952755905,37.48870871,126.7202026
232021284,인천부평동초등학교,인천,부평구,초등학교,5,비위험,46.7,831,790,-0.049338146811071,0.02688391292395567,0.6866666666666666,37.49951398,126.7244083
232021292,인천부평북초등학교,인천,부평구,초등학교,5,비위험,30.2,282,277,-0.01773049645390071,0.06658230245720195,0.975,37.52086593,126.7293597
232021300,인천부평서초등학교,인천,부평구,초등학교,5,비위험,9.5,687,657,-0.043668122270742356,0.0035732281594534907,0.9669421487603306,37.49511249,126.7218358
232021308,인천부흥초등학교,인천,부평구,초등학교,5,비위험,27.0,1016,997,-0.018700787401574805,0.008064683648914689,0.7542857142857143,37.49625571,126.7311865
232021312,인천부일초등학교,인천,부평구,초등학교,3,비위험,89.3,276,276,0.0,0.017322357961364762,0.5333333333333333,37.50120165,126.741505
232021316,인천산곡초등학교,인천,부평구,초등학교,5,비위험,3.5,427,441,0.03278688524590164,0.015599858555330076,1.3272727272727274,37.50684551,126.7012024
232021324,인천산곡남초등학교,인천,부평구,초등학교,4,비위험,65.0,417,382,-0.08393285371702638,-0.0007935840676207448,0.5977011494252874,37.49689974,126.7062072
232021332,인천산곡북초등학교,인천,부평구,초등학교,5,비위험,3.8,515,535,0.038834951456310676,-0.02797805008703822,1.378787878787879,37.51140879,126.7016548
